Title,Instructor,Description,Rating,User_vote,Total_hours,Lecture,Level
Learn SQL Fundamentals Through 10 Practice Problems,Taylor Chiu  Thomas Fowles,Need additional practice to improve your SQL skills  This course takes you step by step through 10 SQL queries ,3.9,315,1.0,12,Beginner
R Programming for Simulation and Monte Carlo Methods,Geoffrey Hubona  Ph D ,Learn to program statistical applications and Monte Carlo simulations with numerous  real life  cases and R software ,4.0,315,11.5,107,All Levels
Master the Art of Writing Clean Code in CHash,Engineer Spock,Learn how to write clean and maintainable code in CHash as bequeathed by Uncle Bob  Learn how to perform refactoring in CHash ,4.5,315,7.0,88,All Levels
Python  JS  and React   Build a Blockchain and Cryptocurrency,David Joseph Katz,Build a blockchain and cryptocurrency with Python  JavaScript  and React  Backend and frontend web development included ,4.4,315,15.0,133,All Levels
PHP MySQL and CodeIgniter Course  Complete Guide,Fatah Gabrial,Learn to build Dynamic Web Applications from Scratch with PHP MySQL and CodeIgniter,4.4,315,6.5,86,All Levels
The Gatsby Masterclass,Reed Barger,Build blazing fast  feature rich  and overall stunning React apps with the Gatsby framework,4.4,315,4.0,43,All Levels
Become A Professional Java Developer From Scratch,Awesome Tuts,Master The Worlds Most Popular Programming Language And Become A Pro Developer From Scratch,3.7,314,6.0,115,All Levels
The Complete PHP CodeIgniter Course  Beginner To Advanced,Joe Parys  Shahzaib Kamal  Joe Parys Support,In this complete CodeIgniter Course Students Will Go From Beginner To Advanced Learning open source rapid development,3.1,314,4.0,30,All Levels
CHash From Beginner to Advanced,Ermin Kreponic,A Complete Guide to learning how to program using CHash  Go from Beginner to Advanced level with coding exercises ,3.8,314,11.5,68,All Levels
RESTful API Testing with Postman,Zakaria Chowdhury,Getting started with Postman and Newman for Software Developers  Testers and DevOps,4.0,314,1.0,15,Beginner
HTML Tutorial  HTML and CSS for Beginners,Framework Television Inc   Mark Lassoff,Learn HTML and CSS  with HTML5  from master trainer  Mark Lassoff   No experience required  Certification Available ,4.3,314,4.0,82,All Levels
Learn Spring and Spring Boot   10x Productive Java Development,Niyazi Erdogan,Spring Boot is highly in demand and ultimate way to develop Java applications  Start developing your apps right now ,4.6,313,9.5,74,All Levels
MATLAB for Engineering Students Part 1,Cherish Qualls  PhD,Learn the MATLAB basics you need  Matrices  plotting  logicals  looping  functions and more are covered with many examples,4.6,313,13.5,91,Beginner
Learn Basics of Data Structures and Algorithms in CPlusPlus,Mehak Mahajan,Covers Types and Search Algorithms with implementation in CPlusPlus and Analysis of Complexity with Interview Based Questions,4.3,314,4.0,21,Beginner
Web Development Beginner s Bootcamp 2020,Shokal Shah  MD  Hasanur Rahaman Hasib,Comprehensive web development course to teach you some of the essential basics from scratch  Practical videos added ,2.8,313,34.0,8,All Levels
Mastering SQL Query With SQL Server,Step2C Education,Querying Microsoft SQL Server   Azure SQL DB and Cosmos DB,3.7,314,8.5,103,Beginner
The complete Vue JS course,Coding Revolution,Learn to build beautiful web apps using VUE js Includes three practice projects ,4.2,314,25.5,204,Beginner
Real Time Single Page Forum App with Pusher Laravel and vuejs,Sarthak Shrivastava,Making Things Realtime With Pusher in Single Page App,4.2,312,11.5,119,Intermediate
RPG Inventory Systems  Intermediate CHash Game Coding Course,Sam Pattuzzi  GameDev tv Team  Rick Davidson,Implement An RPG Style Inventory System  All Code Base Provided As A Flexible Asset Pack,4.4,312,9.0,64,Intermediate
The Total Kotlin Course   Learn Kotlin Today,Concept Courses        Ted Horyczun,Develop Real World Applications with Kotlin  the Number One Programming Language for Modern Multi platform Applications,4.5,312,3.5,44,Beginner
Learn Apache Solr with Big Data and Cloud Computing,QScutter Tutorials,Apache Solr  Zookeeper  Clusters  Replication  Cloud  Big data  Search algorithms and Much More,3.5,312,5.0,55,All Levels
Ultimate Java Development and Certification Guide,Eduonix Learning Solutions  Eduonix Tech  ,Learn to program in java and become a Oracle Java certified developer,2.9,312,9.5,74,All Levels
Learn HTML  CSS and JavaScript Web For Development,Marufa Yasmin,Learn HTML  CSS  JavaScript  Bootstrap and much more  Get your web developer certificate ,3.0,312,1.0,9,All Levels
React for Absolute Beginners,Eduonix Learning Solutions  Eduonix Tech    Samy Eduonix,The complete guide to professional app development in React ,4.0,311,5.0,36,Beginner
Machine Learning for Absolute Beginners   Level 1,Idan Gabrieli,Learn the Fundamental Concepts of Artificial Intelligence and Machine Learning as the Next Game Changing Technology,4.7,311,2.0,25,Beginner
Intro to Flask,Anthony Herbert,A short course that teaches you the fundamentals of Flask ,4.5,309,1.0,8,Beginner
Devops  Jenkins Pipeline As Code  All you need to know A   Z,Accelerated Skillup  ,Accelerate your learning with easy to understand examples and real time demonstrations of Jenkins Pipeline Scripts ,3.8,309,7.5,101,All Levels
Step by Step REST API Testing using Postman Basic 2 Expert  ,Testing World,REST API Testing with Postman  Manual Plus Automation  DataDriven Testing  Newman and Adv  Reporting  JavaScript  Jenkins  CI,4.5,309,13.5,126,Expert
Build a real world responsive website with Html 5 css 3 and JS,Adil Ahmed,The fastest and easiest way to learn modern and real world responsive website with HTML5 and CSS3 from very scratch,4.4,309,10.5,45,Beginner
First Guide to Dashboards using IBM Cognos Analytics V11,Packt Publishing,Create amazing Dashboards using Cognos Analytics and see how to reap useful information by combining variety of data,3.8,309,3.0,23,Beginner
Getting Started with Spring Boot 2,Dan Vega,Start building Spring Framework 5 and Spring Boot 2 applications today ,4.4,308,13.0,104,Beginner
Java Programming for Complete Stranger,Arun Ammasai,Learn Java Programming with lot of examples  For Java Beginners  Let s learn OOP s,4.1,308,10.0,118,All Levels
The Python 3 Certification Course,Abdul Motin  Shahidul Islam,Comprehensive python course  Learn and understand python practically using this course ,2.4,308,41.0,8,All Levels
CHash Anti Patterns  A List Of Programming Practices To Avoid,Mark Farragher,This course will teach you many bad programming practices that every professional developer must know  but never use,4.6,308,3.0,23,All Levels
The Complete Web Development Course 2020   CMS Project,Tanzeel Ur Rehman,Become a Web developer   Master complete Web Development with HTML5  CSS3  JavaScript  jQuery  Bootstrap4  PHP and MySQL ,3.7,308,42.5,233,All Levels
Machine Learning Regression Masterclass in Python,Dr  Ryan Ahmed  Ph D   MBA  SuperDataScience Team  Mitchell Bouchard,Build 8Plus Practical Projects and Master Machine Learning Regression Techniques Using Python  Scikit Learn and Keras,4.4,312,10.5,77,Beginner
Learning Shell Scripting  How to Automate Your Tasks,Hussein Alrubaye,Learn how to Automate Your Tasks using shell programming and solve real world problems using Bash Scripting,4.5,309,2.0,19,All Levels
Master Vuejs from scratch incl Vuex  Vue Router,Kati Frantz,Learn and master one of the most popular frontend frameworks by building awesome projects,4.4,307,5.0,60,All Levels
Software development in Python  A practical approach,Ampofo Amoh   Gyebi,Build with the new Qml 3   Learn how to build a python bundled app   exe   dmg   sh  etc  and a wheel   whl ,3.7,307,10.5,103,All Levels
C Language Plus Algorithms Plus Data Structures   Power,Nidhal Abidi,Up and running with c Programming language and algorithms and data structures,3.2,307,17.0,94,All Levels
Hacking with Swift 2   Beginner to Pro   Build 20 Apps,Stephen DeStefano  Andrew Eddy,Learn how to work with Apple s fun new language  Swift   and go from a newbie to transforming your ideas into real apps,4.4,306,27.5,211,All Levels
Professional BlogPlusCMS Development With Laravel 5,Eding Muhamad Saprudin,Build Professional BlogPlusCMS  with Laravel 5 x and take your Laravel skills to the next level,4.3,306,11.5,94,All Levels
Customizing AppGini web applications,Ahmed Genedy,Extend what your AppGini web applications can do  Learn the fine details of tailoring the generated code efficiently ,4.0,306,4.5,33,Intermediate
The Complete Web Development Course with PHP  PDO and MySQL,Md  A  Barik,Learn Everything  to be a Professional PHP Developer by Building Fully Functional Website with Admin Panel,4.2,310,11.5,125,All Levels
Awesome Apps with React Hooks and Firebase,Reed Barger,Learn cutting edge React along with the most popular serverless framework by building a Hacker News Clone,4.4,306,2.5,29,All Levels
Top Python and Django Web Development Bundle ,John Elder,Learn Python Programming and The Django Web Framework In One Awesome Bundle   Learn How To Build Websites Fast ,4.6,307,11.0,145,Beginner
The Complete Course  2020 JavaScript Essentials From Scratch,Kalob Taulien  Kalob io   Learn web development from scratch,Novice to Ninja  Learn to Master JavaScript in this full course  Includes JavaScript projects  live code  an exam and ES6,4.5,305,7.5,53,All Levels
Projects in CSS,Eduonix Learning Solutions  Eduonix Tech    Eduonix Support,Learn Professional CSS Development Techniques Building Projects,4.4,305,10.0,55,All Levels
PHP and MySQL Course  The Complete Guide Step by Step,Fatah Gabrial,Learn to Build advanced web applications from scratch with PHP and MySQL,4.6,304,3.5,44,All Levels
IBM Cognos Report Studio,Packt Publishing,Create complex reports  web applications  and dynamic dashboards,4.0,305,1.5,25,Intermediate
The Ultimate Advanced Laravel Pro course incl Vuejs,Kati Frantz,Learn the advanced concepts of the laravel and vuejs frameworks  and also build and deploy a complete real world project,3.9,304,12.0,135,Intermediate
Complete Python 3 for Beginners,Muhammad Sumair Sarwar,Python Quick Start Course for Absolute Beginners,3.9,303,2.5,33,Beginner
Administering Microsoft SQL Server 2012 Databases   70 462,Compaq learning,Learn how to build and use databases in SQL Server platform,3.9,303,5.5,98,All Levels
Java 8   Beyond the Basics,Infinite Skills,Expand your understanding of Java programming in this course that breaks down intermediate coding concepts onscreen ,2.8,303,9.5,106,Intermediate
Learn Java by building 17 projects step by step,Bluelime Learning Solutions,A beginner s guide to learning  to code in Java by creating 17 projects from scratch,4.4,303,10.5,81,Expert
The Hands On Machine Learning Course,Marufa Yasmin,Learn and understand Machine Learning from scratch  Hands on lectures added ,2.6,302,37.0,7,All Levels
The Flask Mega Tutorial Python Web Development,Miguel Grinberg,The most complete introduction to web development with Python and Flask,4.6,303,11.5,192,Beginner
Forecast Anything with Excel,Mauricio Maroto,Learn to create your own FORECASTS with just Microsoft Excel  trends  seasonalities  forecast intervals and more ,4.2,302,4.0,32,Beginner
iOS   OSX Game Development   From Start to Store in Swift,Neil North,Learn to create amazing games from scratch in minimal time by properly understanding the SpriteKit framework and Swift ,3.9,302,11.0,99,Intermediate
DevOps using Kubernetes and Docker  Hands on,Ganesh Velrajan,Learn DevOps using Docker and Kubernetes   This course is for beginners  devops engineers  managers from any background,4.2,301,2.5,33,All Levels
Instagram Clone App   Swift 4 PlusFirebase   Push Notifications,Stephan Dowless,Create a complete working version of Instagram using Swift 4 and Firebase without the use of storyboards ,4.7,301,28.5,79,Beginner
Programming Internet of Things   Beginning to Advanced Level,  SchoolSteps,A guide to learn IoT programming from beginning to advanced level,3.7,301,7.0,68,All Levels
Building RESTful Web APIs with ASP NET Core 3 1,Felipe Gavil n,Learn how to build and deploy an ASP NET Core Web API ,4.1,302,11.5,102,All Levels
JavaScript and Ruby on Rails with React  Angular  and Vue,Mashrur Hossain  Evgeny Rahman,Make dynamic web apps with Rails and JavaScript  React  Angular  Vue  Yarn  Webpack and Semantic UI as front end,4.5,301,23.5,302,All Levels
Unity 3D location based game development with Mapbox,Devslopes by Mark Wahlbeck,Bring location based experiences to life  Add real time locations and mapping into your games with Unity 3D,3.7,300,10.0,51,Beginner
Unity 2D and 3D Game Development   Build 10 Games in Unity,EDU CBA,Build 10 Games  Learn Fractal Basics  Object Pooling  Meshes  Rendering  Hexagonal Maps  Noise Simulation  Voxel Grids,3.4,300,73.5,499,All Levels
Python GUI Programming Recipes using PyQt5,Packt Publishing,Learn to design a UI with help of PyQT5,4.3,300,4.0,25,Intermediate
SQL for Developers and Analysts with MS SQL Server,Biz Nigatu,Guide for beginners to intermediate using real life examples,3.8,300,3.5,71,Beginner
VB NET Introduction,Intellezy Trainers,Learn the basic syntax and structure of the VBnet language and much more,4.7,301,9.0,36,Beginner
PHP CodeIgniter   Learn CodeIgniter,Jesse Boyer,Learn CodeIgniter by building an Application  Built with AJAX jQuery calls  and styled with twitter bootstrap ,3.9,299,7.0,45,Intermediate
