Instructor,User_vote,Total_hours,Lecture,Level,Rating
Reed Barger,420,8.5,44,All Levels,4.3
StackSimplify   Kalyan Reddy,418,13.5,111,All Levels,4.2
Testing World,416,13.0,118,All Levels,4.2
Kyle Schaub,416,7.5,58,All Levels,4.7
Bo Milanovich,416,12.0,29,All Levels,4.0
Nikoloz Sanakoevi,416,34.0,12,Beginner,3.6
Philip Baldock,417,8.0,99,Beginner,4.3
Phil Tabor,420,5.5,41,Intermediate,4.6
Lyubomir Gavadinov,423,6.5,61,All Levels,4.6
Karthik KK,415,13.0,110,All Levels,4.4
Igneus Technologies,413,21.5,137,All Levels,4.0
Israel Gbati  BHM Engineering Academy,413,10.0,65,All Levels,4.0
Geekshub Pvt Ltd,412,36.5,257,All Levels,3.9
Is Bel  ,412,3.5,120,Beginner,4.3
Jason Cannon,415,4.5,35,All Levels,4.7
John Elder,412,2.5,32,Beginner,4.7
Paul Cheney,412,7.0,102,Beginner,4.1
Andrei Dumitrescu  Crystal Mind Academy,412,14.5,209,All Levels,4.4
Edu Mark  Kewal Shah,410,3.5,41,Beginner,3.3
Laurence Svekis,410,34.0,434,Beginner,3.9
Wilmer Lin,409,8.0,53,Beginner,4.9
Saad Qureshi,409,6.5,57,Beginner,4.1
Reece Kenney,409,6.0,61,All Levels,4.7
Python Pros,408,20.5,128,All Levels,3.6
The Art Of Service,408,3.0,58,All Levels,3.3
Learnsector LLP,414,2.5,26,Beginner,4.0
Framework Television Inc   Mark Lassoff,407,5.5,65,Beginner,4.5
Packt Publishing,407,3.5,21,Intermediate,4.1
Testing World,407,2.0,30,Expert,3.9
Kim Chen,407,6.0,109,Beginner,4.1
EdYoda Digital University  Qaifi Khan  Mavludin Abdulkadirov,409,3.5,26,Beginner,4.3
Edward Viaene,404,4.0,38,Expert,4.4
Frahaan Hussain,404,3.0,59,All Levels,3.7
Steven Hancock,405,13.5,117,Beginner,4.6
Bharath Thippireddy,404,4.5,110,Intermediate,4.7
Rico Rodriguez,403,6.0,49,All Levels,4.4
Ravinder Reddy Guduru,403,19.0,75,Intermediate,4.3
Basics Strong,406,21.0,192,All Levels,4.5
SAP Yard,403,2.0,26,All Levels,4.3
Edwin Diaz  Coding Faculty Solutions,403,1.5,18,All Levels,4.6
Ion Cosmin Grigore,403,3.5,46,Beginner,4.2
Manzoor Ahmed,402,10.5,43,Beginner,4.5
Nick Walter,402,20.5,166,All Levels,4.3
Eduonix Learning Solutions  Eduonix Tech  ,401,4.0,25,All Levels,4.6
Ahmad Mohey,402,9.0,139,Beginner,4.4
Vasiliy Zukanov,401,11.0,81,Beginner,4.8
Start Tech Academy,402,7.5,59,All Levels,4.8
Rob Percival  Bruce Chamoff  Codestars by Rob Percival,400,26.5,168,All Levels,4.0
Dimi Mikadze,400,2.5,17,All Levels,4.7
3dmotive LLC,400,6.5,41,Intermediate,4.8
Nikolay Borisov,399,6.0,57,All Levels,3.7
J Garg   Hadoop Real Time Learning,399,6.0,54,All Levels,4.5
Tevfik Ufuk DEM RBA ,400,5.0,35,Beginner,4.4
Alex Horea,399,7.0,68,Intermediate,4.4
Vertechs  IO  Shilpan Patel  Deepak Vadithala  DV ,399,9.0,64,All Levels,4.5
Rick Davidson  GameDev tv Team,399,3.5,27,Beginner,4.6
Jeff T,402,14.0,62,All Levels,4.6
Bruce E  Hilton,398,2.5,27,Intermediate,4.5
Frahaan Hussain,398,13.0,73,Intermediate,3.5
Adam Mir,397,3.5,41,Beginner,4.6
Siggy Works,397,3.0,15,All Levels,4.4
V2 Maestros  LLC,400,3.5,40,Intermediate,4.1
Kaniel Outis,398,7.5,88,All Levels,4.4
Grohs Fabian,397,7.0,50,Beginner,4.4
Web University by Harsha Vardhan,397,51.0,557,All Levels,4.4
Packt Publishing,395,6.0,28,Intermediate,4.0
Angular University,398,3.0,36,All Levels,4.4
Raphael Asghar,394,5.5,34,Intermediate,4.1
Augmented Startups,395,4.5,42,Beginner,3.9
Suspendee Studios,395,2.5,32,Beginner,4.7
Development Island  UK ,394,8.0,61,Beginner,4.4
Edwin Diaz  Coding Faculty Solutions,393,2.5,24,All Levels,4.2
Steven Hancock,394,5.5,56,Intermediate,4.6
Stone River eLearning,393,7.5,70,All Levels,4.2
Statinfer Solutions,392,2.5,33,All Levels,4.2
YouCan Academy,392,19.5,127,All Levels,4.0
Mahmud Ahsan,391,5.0,104,Beginner,4.5
Nicky Wong,391,11.0,271,All Levels,4.3
Bryson Payne,391,6.5,43,Beginner,4.5
Mohamad Charaf,391,2.0,26,Beginner,4.2
Engineer Spock,390,3.5,64,All Levels,4.3
Mark Wahlbeck  Devslopes by Mark Wahlbeck,390,16.0,80,Beginner,4.6
Jamie Mack  Christian Teh,390,2.0,23,Intermediate,4.3
DoEdu IT Educations,389,10.0,125,All Levels,3.8
Testing World,390,13.5,150,All Levels,4.4
Abhay Talreja,389,7.0,48,Intermediate,3.9
Jana Bergant,389,5.0,75,Beginner,4.6
python code,388,3.0,41,All Levels,3.7
Reed Barger,388,6.5,65,All Levels,4.2
Dejan Sto i ,387,3.5,32,Intermediate,4.2
Darrel Wilson,387,2.0,19,Beginner,3.6
Israel Gbati,388,5.0,91,All Levels,3.7
Marufa Yasmin,387,40.0,7,All Levels,3.1
MdJahidul Said  MD  Hasanur Rahaman Hasib,386,35.0,5,All Levels,2.9
Frahaan Hussain,385,1.5,18,Beginner,4.5
Bogdan Stashchuk,387,2.5,41,All Levels,4.4
David Kababyan,385,32.5,259,Intermediate,4.7
Victor Gorinov,385,3.0,31,Beginner,4.4
Infinite Skills,384,7.5,115,All Levels,4.4
Diego Herrera,385,13.0,77,All Levels,4.6
Infinite Skills,384,11.0,102,All Levels,4.0
Rajandeep Singh,383,12.5,100,All Levels,4.3
Kunal Ghosh,384,4.5,29,Beginner,4.0
Kalob Taulien,383,8.0,59,Beginner,4.6
Andrew Vega,382,4.5,47,Beginner,4.3
Wilmer Lin,382,11.5,74,Intermediate,4.6
Kevin Nguyen,382,5.0,66,All Levels,4.7
Arash Yahya  Adam Peterson,382,6.0,107,Intermediate,3.6
Sagar Uppuluri,382,2.0,16,Beginner,4.8
Seyedali Mirjalili,381,7.0,36,All Levels,4.4
Mickey Blumental,380,3.5,38,Beginner,4.6
Devwebtuts 24 7,380,11.0,95,All Levels,3.8
David Joseph Katz,381,19.0,186,All Levels,4.5
Eduonix Learning Solutions  Eduonix Tech  ,379,12.0,94,All Levels,4.1
Robert Bunch,381,26.0,212,Beginner,4.6
Israel Gbati,380,7.5,106,All Levels,4.4
Bassir Jafarzadeh,378,5.5,16,All Levels,4.6
Brandon Morelli,378,5.0,72,Intermediate,4.5
Dr  Ryan Ahmed  Ph D   MBA  SuperDataScience Team  Mitchell Bouchard,378,15.0,88,Intermediate,4.5
Juan Pablo De la torre Valdez,377,28.0,312,All Levels,4.8
Deepika Khanna,377,6.0,63,Intermediate,4.5
Hossein Tootoonchy,377,2.5,33,All Levels,3.8
Elshad Karimov,387,40.5,409,All Levels,4.6
YouAccel Training,378,1.5,25,All Levels,4.4
Jeremy Alexander,377,18.0,118,All Levels,4.1
Ken Ho,376,5.0,44,All Levels,3.7
TetraNoodle Team  Manuj Aggarwal,376,2.5,38,All Levels,4.3
Anthony Herbert,376,28.0,352,Beginner,4.5
Sid Inf,376,6.5,77,Beginner,4.1
Ryan Dhungel,375,3.0,26,All Levels,4.3
Andrew Williams,375,2.5,37,All Levels,4.1
Olawuyi Segun Orisunola,377,78.0,700,All Levels,4.5
YouAccel Training,376,1.5,40,Beginner,4.1
Ryan Dhungel,375,21.0,173,All Levels,4.6
Bassir Jafarzadeh,377,16.0,60,All Levels,4.4
Driss Boumlik,374,2.0,28,Beginner,4.5
Reed Barger,373,7.0,76,All Levels,4.5
Tech Lemur,373,2.0,52,Beginner,4.7
Charlie Chiarelli,373,18.0,133,Beginner,4.7
Timothy Meixner  Johannes Ruof,373,10.5,98,All Levels,4.5
tech courses team  Justin Emery,376,7.5,75,All Levels,4.5
Darrel Wilson,373,3.5,26,Beginner,4.4
Packt Publishing,373,6.0,38,Intermediate,4.3
Loony Corn,372,9.0,82,Beginner,3.7
AS Learning,372,3.0,32,All Levels,3.5
Michael Spinks,372,17.0,45,All Levels,4.6
Game Institute Inc   Steve Jones,372,10.5,13,Intermediate,4.6
Fatah Gabrial,371,5.5,67,All Levels,4.2
Laurence Svekis,371,1.0,14,All Levels,4.4
Sagar Uppuluri,373,4.5,61,All Levels,4.4
Nicholas  Techustler  Ivanecky,370,3.5,65,All Levels,3.8
Simon Sez IT,370,2.0,18,Intermediate,3.9
Infinite Skills,370,3.5,34,All Levels,4.1
Shivprasad Koirala,370,11.0,14,Beginner,4.2
Karoly Nyisztor   Professional Software Architect,369,2.0,60,All Levels,4.6
Mammoth Interactive  John Bura,368,70.0,383,Beginner,4.8
Rangel Stoilov,367,5.0,70,All Levels,4.2
Sergei Semenov,367,4.5,51,All Levels,3.0
Mammoth Interactive  John Bura,367,30.5,194,Beginner,4.3
Stefany Newman,371,3.5,22,Beginner,4.2
John Morris,367,17.0,76,Beginner,4.6
Minerva Singh,366,7.5,78,All Levels,4.2
ProTech Academy  Educational Engineering Team  Ashraf Said,366,1.0,11,All Levels,3.9
Laurence Svekis,366,1.5,15,Beginner,4.2
Marcelo Xavier Vieira,368,14.5,97,Intermediate,4.6
Grant Klimaytys,366,7.5,76,All Levels,4.2
Fawz Mehfil,367,6.0,56,Beginner,4.2
Devscreencast Elearning  Terry Ogbemudia Osayawe,365,24.5,144,Intermediate,3.8
Penny de Byl  Penny  Holistic3D com,365,14.5,65,Beginner,4.7
Eduonix Learning Solutions  Eduonix Tech  ,364,5.0,32,All Levels,3.6
YouAccel Training,364,1.0,15,All Levels,4.4
Rahul Shetty,364,11.5,78,All Levels,4.6
QTP  Tutorial,364,4.5,115,All Levels,4.3
Fatah Gabrial,364,1.0,22,All Levels,4.0
Eduonix Learning Solutions  Eduonix Tech  ,363,4.0,22,All Levels,4.4
Geoffrey Hubona  Ph D ,363,12.0,80,All Levels,4.2
Lachlan Miller,363,5.0,88,Beginner,4.5
Bluelime Learning Solutions,363,36.5,393,Beginner,4.2
TetraNoodle Team  Manuj Aggarwal,360,5.5,50,All Levels,3.7
Serge Lansiquot,359,25.5,155,Beginner,4.2
Memi Lavi,360,4.0,73,Beginner,4.4
Daniel Chermetz,359,20.5,98,All Levels,3.7
Learn Tech Plus,359,13.0,103,All Levels,3.9
Packt Publishing,358,3.0,33,Intermediate,4.0
365 Careers,358,9.0,114,All Levels,4.4
Francesco Santi,358,4.0,62,Beginner,4.8
Samarth Agarwal,358,5.5,57,Intermediate,4.7
Devslopes by Mark Wahlbeck,358,16.0,40,Intermediate,4.6
Donovan Hutchinson,358,3.5,32,All Levels,4.4
Srinivas Vanamala,357,8.5,117,Beginner,4.6
Farda Karimov,357,3.0,39,All Levels,4.2
Kameswara Sarma Uppuluri,361,21.5,112,All Levels,4.5
Avinash Jain  TheCodex,357,5.5,55,All Levels,4.5
Darrel Wilson,357,3.5,24,Beginner,4.6
Stone River eLearning,357,11.5,84,Beginner,4.1
Simon Sez IT,356,5.5,41,Intermediate,4.4
Frahaan Hussain,356,1.5,21,All Levels,4.1
David Nixon,356,4.0,64,All Levels,4.7
Marcus Ng,357,7.0,36,All Levels,4.5
Packt Publishing,356,6.0,49,Beginner,4.4
Dmitri Nesteruk,355,5.0,54,All Levels,4.5
Sanjeev Raman,355,3.0,16,All Levels,4.4
Brett Hargreaves,355,4.5,45,Intermediate,4.5
Hari Kammana,356,2.5,28,All Levels,4.6
Stone River eLearning,355,4.5,36,All Levels,4.0
Pramod Narayana,356,3.0,30,All Levels,4.2
James Cutajar,359,5.5,83,All Levels,4.6
Michael Nwaogu,355,5.5,59,Intermediate,4.0
One Month,353,4.0,44,Beginner,4.1
John Mark Osborne,353,8.5,91,Intermediate,4.8
Chaand Sheikh  StudyEasy Organisation,353,2.0,26,Beginner,4.4
Igneus Technologies,352,6.5,47,All Levels,3.6
Jason Taylor,352,1.0,29,Beginner,4.3
Adnan Ahmad,352,6.5,112,Beginner,3.8
Manuel Amunategui,352,4.0,18,All Levels,4.4
Dr  Ryan Ahmed  Ph D   MBA  SuperDataScience Team  Mitchell Bouchard,351,14.5,99,Intermediate,4.5
Holczer Balazs,351,9.0,90,All Levels,4.7
Reed Barger,351,4.5,37,Intermediate,3.6
Valiveti Sekhar,352,11.5,102,Beginner,4.4
Penny de Byl  Penny  Holistic3D com,351,13.0,75,Intermediate,4.7
Codestars by Rob Percival  Penny de Byl  Penny  Holistic3D com,352,20.0,100,Beginner,4.7
John Elder,349,1.5,23,Beginner,4.7
Smartherd Developers,349,17.5,155,All Levels,4.0
V2 Maestros  LLC,349,7.5,58,Beginner,3.6
Scott Gardner,348,3.5,34,Intermediate,4.5
Dragan Neskovic  Jasmin Skamo,348,5.0,49,Beginner,3.5
Gopal Prasad Malakar,348,16.0,112,All Levels,4.0
Dr  Angela Yu,347,55.5,525,All Levels,4.9
Dee Aliyu Odumosu,347,43.0,512,Beginner,4.0
Aidan Perry,348,14.0,93,All Levels,4.0
Edwin Diaz  Coding Faculty Solutions,347,2.5,28,Intermediate,4.3
Federico Le n,348,16.0,31,All Levels,4.1
Loony Corn,346,9.0,55,All Levels,4.6
Tim Buchalka s Learn Programming Academy  Eduardo Rosas,346,14.0,88,Intermediate,4.5
Skillbox  LLC,346,3.0,35,All Levels,4.2
Tharun Shiv,346,4.5,54,All Levels,2.6
Engineer Spock,346,9.5,83,All Levels,4.5
Kurt Anderson,344,3.5,52,All Levels,4.4
Marufa Yasmin,344,40.0,7,All Levels,3.5
Attreya Bhatt,344,3.5,32,All Levels,3.9
Mahmoud Matouk,344,4.0,31,Intermediate,4.6
Academy of Computing   Artificial Intelligence  Ihan Lelwala,346,4.0,39,All Levels,4.6
Tamer Ahmed,342,8.5,169,All Levels,3.9
Shannon Atkinson,342,2.0,36,Beginner,3.9
Lets Kode It,342,5.0,38,All Levels,4.5
T World,342,13.5,151,All Levels,4.5
David Joseph Katz,341,3.0,43,All Levels,4.1
Eduonix Learning Solutions  Eduonix Tech  ,341,11.0,61,All Levels,4.1
Diptam Paul,342,3.0,43,Beginner,4.1
John Bura  Mammoth Interactive,340,36.5,435,All Levels,4.2
Eduonix Learning Solutions,340,4.5,33,Intermediate,3.7
John Harper,340,3.5,42,All Levels,4.3
3dmotive LLC,340,4.0,61,Intermediate,4.0
Andrea Bizzotto,341,2.5,50,All Levels,4.6
Michael Wood  M Ed   M S ,339,12.0,41,Beginner,4.5
MdJahidul Said  M Tech,337,35.0,7,All Levels,3.6
Vigoma Trainings,337,2.0,17,All Levels,4.2
Adam Janes,337,5.5,52,Intermediate,4.4
Omkar Ganthade,337,1.0,23,Beginner,3.8
Mark Farragher,337,2.5,24,All Levels,4.4
Muhammad Hamza AbdulRehman,339,3.5,45,All Levels,4.2
VJ Bambhaniya,336,4.0,16,Beginner,4.2
RefactorU LLC,336,42.0,8,Intermediate,4.3
Andy Clarke,336,2.5,55,Beginner,4.7
Andrii Piatakha  Learn IT University,335,3.5,22,All Levels,4.4
GameDev tv Team  Ben Tristem  Gary Pettie,338,13.5,122,Beginner,4.7
Debasis Jena,336,19.0,95,All Levels,4.5
Antonio Pach n,334,9.5,89,All Levels,4.1
Miguel Alho,334,6.0,70,All Levels,4.0
Start Tech Academy,334,6.0,54,All Levels,4.4
DoEdu IT Educations,334,8.5,107,Beginner,4.1
Angular University,335,4.0,44,All Levels,4.2
Nazir Hakim,333,1.5,13,Beginner,3.9
Bekzod Ruzmetov,341,3.5,49,All Levels,4.3
Abode QA,336,10.5,101,All Levels,4.4
Christoph Tornau,333,2.0,31,Beginner,4.5
Eduonix Learning Solutions  Eduonix Tech  ,333,3.5,25,Beginner,4.1
Packt Publishing,333,5.0,66,Expert,3.7
Kunal Ghosh,333,4.0,30,Beginner,4.5
Jason Taylor,332,2.5,37,Intermediate,4.4
Packt Publishing,332,4.0,48,Expert,4.2
Marufa Yasmin,333,38.0,7,All Levels,3.1
T World,331,13.0,134,All Levels,4.4
David Joseph Katz,331,5.0,46,Intermediate,4.1
Augmented Startups,331,4.0,32,All Levels,4.2
Engineer Spock,329,7.0,80,All Levels,4.2
Roei Sabag,329,10.5,110,All Levels,4.8
Filip Jerga,329,8.0,64,All Levels,3.6
Working With Shopify,332,3.5,18,All Levels,3.9
Ankit Thakran  Harsh Kajla,330,59.0,240,All Levels,4.5
AKINCI Training,328,12.5,212,All Levels,4.5
Ryan Dhungel,328,5.0,66,Beginner,3.9
Baljeet Singh,328,2.0,25,All Levels,4.0
Bluelime Learning Solutions,327,11.5,112,Beginner,3.9
Sergey Kargopolov,327,10.0,167,All Levels,4.6
Istiak Ahamed Sishir,327,32.0,6,Beginner,3.1
Jahangeer Shah,327,4.0,30,Intermediate,4.1
Dinesh Varyani,326,22.0,221,All Levels,4.4
Adeel Ahmad,326,2.5,17,Beginner,4.7
John Elder,326,4.0,55,Beginner,4.6
T World,326,12.5,138,All Levels,4.6
Pavol Almasi,326,10.0,131,All Levels,4.5
Asfend Yar Hamid,325,3.0,44,All Levels,4.3
Aizaz dinho,325,12.0,90,All Levels,4.4
Kumaresan Ramanathan,325,4.0,114,Beginner,4.5
Loren Stewart,326,4.0,56,Intermediate,4.4
Code Star Academy  Oracle Master Training   80 000  Students Worldwide,325,20.0,94,All Levels,4.4
Loony Corn,324,16.0,87,All Levels,4.6
Yohann Taieb  MindQuest Academy,324,5.0,68,All Levels,2.5
XEO Learning,324,4.0,35,All Levels,4.0
Packt Publishing,324,5.0,34,Intermediate,4.3
Minerva Singh,324,3.5,41,All Levels,4.3
Mohamed Ferchichi,324,1.0,19,Beginner,3.3
Anshul Yadav,325,5.5,54,Beginner,4.0
Filip Kordanovski,323,6.0,51,All Levels,4.2
Abhay Redkar,323,2.0,37,Beginner,4.6
Boris Paskhaver,324,3.5,26,All Levels,4.7
Usman Raoof  Fahad Chaudhry,323,6.5,90,All Levels,3.8
Rahsoft RF Certificate   Orange County  California,322,8.0,46,Beginner,4.6
Jana Bergant,322,2.5,31,Beginner,4.4
The Startup Central Co   Tuhina Mehta,321,2.0,13,Intermediate,4.0
Tomas Mikula,325,1.5,19,Beginner,4.2
Ufinix Academy  Uchenna Nnodim,322,25.0,198,All Levels,4.4
Joe Parys  Shahzaib Kamal  Joe Parys Support,321,4.5,57,All Levels,2.9
Sergio Torres Soldado,321,4.0,57,Intermediate,4.1
Catalin Stefan,322,4.0,39,All Levels,4.0
William Clarkson,320,4.5,161,Beginner,4.3
Mark Rajcok,320,5.5,80,Intermediate,4.6
Kris Wenzel,320,3.0,20,Beginner,4.4
Packt Publishing,320,6.5,68,Intermediate,3.9
Packt Publishing,319,2.0,20,Intermediate,4.2
Jason Taylor,321,8.0,129,All Levels,4.4
Manzoor Ahmed,319,9.5,61,All Levels,4.4
Naeem Akram,319,1.5,29,All Levels,4.2
Atamai AI Team,319,7.0,69,Beginner,4.2
Praneeth Peiris,319,10.0,67,Beginner,4.9
DoEdu IT Educations,319,12.0,142,Beginner,4.4
Sai Acuity Institute of Learning Pvt Ltd Enabling Learning Through Insight ,318,4.5,8,All Levels,3.6
Selva Prabhakaran,318,6.0,47,Beginner,4.4
Ashley Frieze,318,4.0,49,All Levels,4.1
Daniel Gakwaya,319,5.5,35,Intermediate,4.7
Fred Moreau,319,7.5,108,Beginner,4.2
Vishal Saxena,318,3.5,11,All Levels,4.5
Amit Arora,318,3.0,19,Intermediate,3.8
Suspendee Studios,317,6.0,43,All Levels,2.8
Eduonix Learning Solutions  Eduonix Tech  ,317,4.5,32,All Levels,4.2
Jason Fedin,317,23.0,133,All Levels,4.1
Nouman Azam,317,7.0,69,All Levels,4.7
Ali Alaa,319,8.0,62,Intermediate,4.6
UI5 Community Network,316,3.5,25,Beginner,4.4
John Bura,316,1.0,23,Beginner,4.1
Andrew Eaton,318,10.0,99,Beginner,4.7
John Elder,316,1.5,22,Beginner,4.3
Mahmoud Ahmed,316,7.0,82,All Levels,3.6
Taylor Chiu  Thomas Fowles,315,1.0,12,Beginner,3.9
Geoffrey Hubona  Ph D ,315,11.5,107,All Levels,4.0
Engineer Spock,315,7.0,88,All Levels,4.5
David Joseph Katz,315,15.0,133,All Levels,4.4
Fatah Gabrial,315,6.5,86,All Levels,4.4
Reed Barger,315,4.0,43,All Levels,4.4
Awesome Tuts,314,6.0,115,All Levels,3.7
Joe Parys  Shahzaib Kamal  Joe Parys Support,314,4.0,30,All Levels,3.1
Ermin Kreponic,314,11.5,68,All Levels,3.8
Zakaria Chowdhury,314,1.0,15,Beginner,4.0
Framework Television Inc   Mark Lassoff,314,4.0,82,All Levels,4.3
Niyazi Erdogan,313,9.5,74,All Levels,4.6
Cherish Qualls  PhD,313,13.5,91,Beginner,4.6
Mehak Mahajan,314,4.0,21,Beginner,4.3
Shokal Shah  MD  Hasanur Rahaman Hasib,313,34.0,8,All Levels,2.8
Step2C Education,314,8.5,103,Beginner,3.7
Coding Revolution,314,25.5,204,Beginner,4.2
Sarthak Shrivastava,312,11.5,119,Intermediate,4.2
Sam Pattuzzi  GameDev tv Team  Rick Davidson,312,9.0,64,Intermediate,4.4
Concept Courses        Ted Horyczun,312,3.5,44,Beginner,4.5
QScutter Tutorials,312,5.0,55,All Levels,3.5
Eduonix Learning Solutions  Eduonix Tech  ,312,9.5,74,All Levels,2.9
Marufa Yasmin,312,1.0,9,All Levels,3.0
Eduonix Learning Solutions  Eduonix Tech    Samy Eduonix,311,5.0,36,Beginner,4.0
Idan Gabrieli,311,2.0,25,Beginner,4.7
Anthony Herbert,309,1.0,8,Beginner,4.5
Accelerated Skillup  ,309,7.5,101,All Levels,3.8
Testing World,309,13.5,126,Expert,4.5
Adil Ahmed,309,10.5,45,Beginner,4.4
Packt Publishing,309,3.0,23,Beginner,3.8
Dan Vega,308,13.0,104,Beginner,4.4
Arun Ammasai,308,10.0,118,All Levels,4.1
Abdul Motin  Shahidul Islam,308,41.0,8,All Levels,2.4
Mark Farragher,308,3.0,23,All Levels,4.6
Tanzeel Ur Rehman,308,42.5,233,All Levels,3.7
Dr  Ryan Ahmed  Ph D   MBA  SuperDataScience Team  Mitchell Bouchard,312,10.5,77,Beginner,4.4
Hussein Alrubaye,309,2.0,19,All Levels,4.5
Kati Frantz,307,5.0,60,All Levels,4.4
Ampofo Amoh   Gyebi,307,10.5,103,All Levels,3.7
Nidhal Abidi,307,17.0,94,All Levels,3.2
Stephen DeStefano  Andrew Eddy,306,27.5,211,All Levels,4.4
Eding Muhamad Saprudin,306,11.5,94,All Levels,4.3
Ahmed Genedy,306,4.5,33,Intermediate,4.0
Md  A  Barik,310,11.5,125,All Levels,4.2
Reed Barger,306,2.5,29,All Levels,4.4
John Elder,307,11.0,145,Beginner,4.6
Kalob Taulien  Kalob io   Learn web development from scratch,305,7.5,53,All Levels,4.5
Eduonix Learning Solutions  Eduonix Tech    Eduonix Support,305,10.0,55,All Levels,4.4
Fatah Gabrial,304,3.5,44,All Levels,4.6
Packt Publishing,305,1.5,25,Intermediate,4.0
Kati Frantz,304,12.0,135,Intermediate,3.9
Muhammad Sumair Sarwar,303,2.5,33,Beginner,3.9
Compaq learning,303,5.5,98,All Levels,3.9
Infinite Skills,303,9.5,106,Intermediate,2.8
Bluelime Learning Solutions,303,10.5,81,Expert,4.4
Marufa Yasmin,302,37.0,7,All Levels,2.6
Miguel Grinberg,303,11.5,192,Beginner,4.6
Mauricio Maroto,302,4.0,32,Beginner,4.2
Neil North,302,11.0,99,Intermediate,3.9
Ganesh Velrajan,301,2.5,33,All Levels,4.2
Stephan Dowless,301,28.5,79,Beginner,4.7
  SchoolSteps,301,7.0,68,All Levels,3.7
Felipe Gavil n,302,11.5,102,All Levels,4.1
Mashrur Hossain  Evgeny Rahman,301,23.5,302,All Levels,4.5
Devslopes by Mark Wahlbeck,300,10.0,51,Beginner,3.7
EDU CBA,300,73.5,499,All Levels,3.4
Packt Publishing,300,4.0,25,Intermediate,4.3
Biz Nigatu,300,3.5,71,Beginner,3.8
Intellezy Trainers,301,9.0,36,Beginner,4.7
Jesse Boyer,299,7.0,45,Intermediate,3.9
Wilmer Lin,299,4.5,38,Intermediate,4.5
Joe Parys  Justin Nifong  Joe Parys Support,299,3.5,36,All Levels,4.4
Joseph Delgadillo,301,2.0,10,All Levels,3.5
Loony Corn,299,17.5,132,Beginner,4.5
Data Science Guide,298,6.0,83,All Levels,4.3
Daniel Cioc rlan,299,7.0,21,All Levels,4.8
Pronoy Kumar  Sabrin Siraje,297,35.0,5,All Levels,2.7
Asfend Yar Hamid,298,2.0,32,All Levels,4.6
James Doyle,297,11.5,92,Beginner,4.6
Gabiste Akoua,297,3.5,81,All Levels,3.4
Musavi Abdullah,298,62.0,656,All Levels,4.1
UI5 Community Network,297,1.0,10,Beginner,4.3
Divit Mehta,298,1.0,16,Beginner,4.2
Eduonix Learning Solutions  Eduonix Tech  ,296,5.5,32,All Levels,3.9
Grant Klimaytys,295,1.0,13,Beginner,4.0
Darrel Wilson,295,1.5,15,Beginner,4.3
Arkadiusz W odarczyk,295,3.0,18,All Levels,4.3
Laurence Svekis,295,3.0,40,Intermediate,4.3
Niyazi Erdogan,295,4.5,60,All Levels,3.8
John Smilga,294,7.0,58,Beginner,4.7
Nick Walter,293,11.5,117,All Levels,4.2
Igneus Technologies,293,6.0,43,All Levels,4.4
Asfend Yar Hamid,293,1.5,20,All Levels,4.6
James Moore,293,5.5,57,Beginner,4.8
Niyazi Erdogan,293,4.5,49,All Levels,4.3
Niyazi Erdogan,293,4.5,49,All Levels,4.3
Infinite Skills,292,7.0,78,All Levels,4.6
Maruti Makwana,292,3.0,32,Intermediate,3.9
Ramkumar Lanke,292,10.0,82,All Levels,3.3
One Month,292,3.5,37,Intermediate,4.5
Engineer Spock,292,5.5,86,All Levels,4.3
Yazdani Chowdhury,292,2.0,10,All Levels,3.8
Stephan Dowless,292,20.5,111,All Levels,4.5
Packt Publishing,292,3.5,48,All Levels,3.8
Ajay Srinivasa,292,2.5,32,All Levels,3.9
LearnGood Academy,291,12.0,117,All Levels,3.4
Eduonix Learning Solutions,291,15.0,80,All Levels,3.9
ABD Muhammad,292,3.0,20,All Levels,3.2
Drew Ryan,291,4.5,35,All Levels,4.5
Eduonix Learning Solutions  Eduonix Tech  ,291,15.5,103,All Levels,4.4
Shahidul Islam,291,1.0,7,All Levels,3.1
TELCOMA Global 68 000  Students ,291,4.5,43,All Levels,3.8
Juke Jaster,292,2.0,34,Beginner,4.8
Framework Television Inc ,291,3.0,48,All Levels,4.4
Nicholas Lever,292,3.5,42,All Levels,4.6
Michael de la Maza  PhD  CEC,291,4.5,43,Intermediate,4.1
Loony Corn,291,4.0,24,All Levels,4.3
Tobias Hermann,290,1.5,27,Intermediate,4.5
Narayana Walters,290,6.0,37,Intermediate,4.6
Mark Farragher,290,4.0,20,All Levels,4.9
Indie   Pixel,293,24.0,249,Beginner,4.7
Chase Raz  M B A ,292,7.0,58,All Levels,4.8
Jordan Sauchuk  SuperDataScience Team,290,4.0,79,All Levels,4.5
VICONIC Development,292,1.0,21,All Levels,4.3
Eduonix Learning Solutions  Eduonix Tech  ,290,15.5,76,Intermediate,4.0
Bo Andersen,289,6.5,37,All Levels,4.3
Mike X Cohen,289,6.5,46,All Levels,4.9
Next Edge Coding,289,7.0,71,All Levels,4.7
Jeffery Omar,289,2.5,75,All Levels,3.9
The Zero2Launch Team,289,4.0,26,All Levels,4.4
Michael Ricks,290,4.0,43,Beginner,4.6
Vyara Georgieva  Denis Buchel,289,3.0,19,Beginner,4.0
3D BUZZ Programming and Digital Art training  Nelson LaQuet,289,6.0,25,All Levels,4.4
